seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr11	64570711	64570815	105	*	X05208	5871	64556609	64570713	14105	-	0	overlapStart	0	MAP4K2
chr11	64611794	64611868	75	*	X05212	55561	64591662	64612041	20380	-	0	inside	172	CDC42BPG
chr11	64612529	64612663	135	*	X05213	55561	64591662	64612041	20380	-	487	upstream	487	CDC42BPG
chr11	64646728	64647057	330	*	X05218	10938	64620208	64647149	26942	-	0	inside	91	EHD1
chr11	64691872	64691961	90	*	X05222	5526	64692143	64701950	9808	+	181	upstream	181	PPP2R5B
chr11	64764226	64764330	105	*	X05224	116071	64755417	64764517	9101	-	0	inside	186	BATF2
chr11	64781056	64781190	135	*	X05225	100528018	64781585	64808044	26460	+	394	upstream	394	ARL2-SNX15
chr11	64781056	64781190	135	*	X05225	402	64781585	64789657	8073	+	394	upstream	394	ARL2
chr11	64808589	64808693	105	*	X05228	29901	64808376	64812300	3925	+	0	inside	212	SAC3D1
chr11	64851856	64852140	285	*	X05232	7542	64851694	64855874	4181	+	0	inside	161	ZFPL1
chr11	64851856	64852140	285	*	X05232	113130	64844927	64851615	6689	-	240	upstream	240	CDCA5
chr11	64852276	64852380	105	*	X05233	113130	64844927	64851615	6689	-	660	upstream	660	CDCA5
chr11	64879268	64879305	38	*	X05236	7108	64879326	64883707	4382	+	20	upstream	20	TM7SF2
chr11	64885198	64885209	12	*	X05238	741	64883875	64885170	1296	-	27	upstream	27	ZNHIT2
chr11	64948283	64948387	105	*	X05240	823	64948686	64979477	30792	+	298	upstream	298	CAPN1
chr11	64948424	64948483	60	*	X05241	823	64948686	64979477	30792	+	202	upstream	202	CAPN1
chr11	64948724	64948843	120	*	X05242	823	64948686	64979477	30792	+	0	inside	37	CAPN1
chr11	64948972	64949181	210	*	X05243	823	64948686	64979477	30792	+	0	inside	285	CAPN1
chr11	65082233	65082337	105	*	X05250	10435	65082289	65089900	7612	+	0	overlapStart	0	CDC42EP2
chr11	65082406	65082705	300	*	X05251	10435	65082289	65089900	7612	+	0	inside	116	CDC42EP2
chr11	65101430	65101639	210	*	X05256	5977	65101225	65120451	19227	+	0	inside	204	DPF2
chr11	65122173	65122283	111	*	X05259	220359	65122282	65125082	2801	+	0	overlapStart	0	TIGD3
chr11	65122509	65122628	120	*	X05260	220359	65122282	65125082	2801	+	0	inside	226	TIGD3
chr11	65189230	65189349	120	*	X05263	283131	65190269	65212028	21760	+	919	upstream	919	NEAT1
chr11	65189590	65189739	150	*	X05264	283131	65190269	65212028	21760	+	529	upstream	529	NEAT1
chr11	65189845	65189949	105	*	X05265	283131	65190269	65212028	21760	+	319	upstream	319	NEAT1
chr11	65190349	65190648	300	*	X05266	283131	65190269	65212028	21760	+	0	inside	79	NEAT1
chr11	65265219	65265222	4	*	X05269	378938	65265233	65273939	8707	+	10	upstream	10	MALAT1
chr11	65292627	65292671	45	*	X05270	57410	65292548	65306182	13635	+	0	inside	78	SCYL1
chr11	65325960	65326030	71	*	X05281	4054	65306030	65326253	20224	-	0	inside	222	LTBP3
chr11	65337124	65337243	120	*	X05282	10534	65337943	65339239	1297	+	699	upstream	699	ZNRD2
chr11	65338204	65338323	120	*	X05283	10534	65337943	65339239	1297	+	0	inside	260	ZNRD2
chr11	65338204	65338323	120	*	X05283	254100	65336691	65337884	1194	-	319	upstream	319	ZNRD2-AS1
chr11	65338204	65338323	120	*	X05283	23625	65339820	65341669	1850	+	1496	upstream	1496	FAM89B
chr11	65339745	65339879	135	*	X05284	254100	65336691	65337884	1194	-	1860	upstream	1860	ZNRD2-AS1
chr11	65339745	65339879	135	*	X05284	23625	65339820	65341669	1850	+	0	overlapStart	0	FAM89B
chr11	65342100	65342204	105	*	X05285	254102	65343509	65360116	16608	+	1304	upstream	1304	EHBP1L1
chr11	65342700	65342736	37	*	X05286	254102	65343509	65360116	16608	+	772	upstream	772	EHBP1L1
chr11	65431109	65431243	135	*	X05297	5970	65421067	65430443	9377	-	665	upstream	665	RELA
chr11	65479745	65479864	120	*	X05298	10524	65479473	65487077	7605	+	0	inside	271	KAT5
chr11	65488401	65488401	1	*	X05302	84153	65485144	65488409	3266	-	0	inside	7	RNASEH2C
chr11	65548463	65548567	105	*	X05303	91056	65541369	65548062	6694	-	400	upstream	400	AP5B1
chr11	65554128	65554290	163	*	X05304	5017	65554505	65564690	10186	+	214	upstream	214	OVOL1
chr11	65600840	65601064	225	*	X05309	254122	65601410	65621172	19763	+	345	upstream	345	SNX32
chr11	65640202	65640411	210	*	X05311	30008	65633912	65640405	6494	-	0	overlapStart	0	EFEMP2
chr11	65655556	65655750	195	*	X05312	9158	65651211	65656010	4800	-	0	inside	259	FIBP
chr11	65656073	65656158	86	*	X05313	9158	65651211	65656010	4800	-	62	upstream	62	FIBP
chr11	65656073	65656158	86	*	X05313	11007	65657875	65659106	1232	+	1716	upstream	1716	CCDC85B
chr11	65656366	65656470	105	*	X05314	9158	65651211	65656010	4800	-	355	upstream	355	FIBP
chr11	65656366	65656470	105	*	X05314	11007	65657875	65659106	1232	+	1404	upstream	1404	CCDC85B
chr11	65686819	65686854	36	*	X05317	10589	65686728	65689048	2321	+	0	inside	90	DRAP1
chr11	65686819	65686854	36	*	X05317	83638	65684283	65686531	2249	-	287	upstream	287	C11orf68
chr11	65686870	65686959	90	*	X05318	10589	65686728	65689048	2321	+	0	inside	141	DRAP1
chr11	65686870	65686959	90	*	X05318	83638	65684283	65686531	2249	-	338	upstream	338	C11orf68
chr11	65687050	65687169	120	*	X05319	83638	65684283	65686531	2249	-	518	upstream	518	C11orf68
chr11	65770079	65770318	240	*	X05322	84285	65764016	65769637	5622	-	441	upstream	441	EIF1AD
chr11	65770844	65770993	150	*	X05323	84285	65764016	65769637	5622	-	1206	upstream	1206	EIF1AD
chr11	65816299	65816448	150	*	X05325	89792	65808236	65816651	8416	-	0	inside	202	GAL3ST3
chr11	65818839	65818958	120	*	X05326	10992	65819816	65836382	16567	+	857	upstream	857	SF3B2
chr11	66034409	66034498	90	*	X05330	81876	66036056	66044963	8908	+	1557	upstream	1557	RAB1B
chr11	66034679	66034813	135	*	X05331	81876	66036056	66044963	8908	+	1242	upstream	1242	RAB1B
chr11	66035009	66035188	180	*	X05332	81876	66036056	66044963	8908	+	867	upstream	867	RAB1B
chr11	66036179	66036328	150	*	X05333	81876	66036056	66044963	8908	+	0	inside	122	RAB1B
chr11	66045031	66045120	90	*	X05335	254263	66045672	66051685	6014	+	551	upstream	551	CNIH2
chr11	66045541	66045630	90	*	X05336	254263	66045672	66051685	6014	+	41	upstream	41	CNIH2
chr11	66056309	66056413	105	*	X05338	10897	66052051	66056638	4588	-	0	inside	224	YIF1A
chr11	66056489	66056593	105	*	X05339	10897	66052051	66056638	4588	-	0	inside	44	YIF1A
chr11	66059008	66059112	105	*	X05340	256472	66059373	66064135	4763	+	260	upstream	260	TMEM151A
chr11	66113829	66113946	118	*	X05348	25855	66104804	66112582	7779	-	1246	upstream	1246	BRMS1
chr11	66115074	66115313	240	*	X05349	11041	66112843	66115161	2319	-	0	overlapStart	0	B4GAT1
chr11	66187187	66187254	68	*	X05354	266743	66188475	66194177	5703	+	1220	upstream	1220	NPAS4
chr11	66233139	66233243	105	*	X05355	246330	66233798	66244808	11011	+	554	upstream	554	PELI3
chr11	66233739	66233843	105	*	X05356	246330	66233798	66244808	11011	+	0	overlapStart	0	PELI3
chr11	66233934	66234398	465	*	X05357	246330	66233798	66244808	11011	+	0	inside	135	PELI3
chr11	66313079	66313198	120	*	X05361	89	66313866	66330799	16934	+	667	upstream	667	ACTN3
chr11	66315269	66315388	120	*	X05362	254359	66288553	66313671	25119	-	1597	upstream	1597	ZDHHC24
chr11	66315644	66315719	76	*	X05363	254359	66288553	66313671	25119	-	1972	upstream	1972	ZDHHC24
chr11	66383769	66383948	180	*	X05364	100526737	66384053	66413944	29892	+	104	upstream	104	RBM14-RBM4
chr11	66383769	66383948	180	*	X05364	10432	66384053	66397397	13345	+	104	upstream	104	RBM14
chr11	66405581	66405730	150	*	X05368	5936	66406088	66435858	29771	+	357	upstream	357	RBM4
chr11	66406313	66406432	120	*	X05369	5936	66406088	66435858	29771	+	0	inside	224	RBM4
chr11	66444926	66445225	300	*	X05372	83759	66432470	66445275	12806	-	0	inside	49	RBM4B
chr11	66512264	66512398	135	*	X05376	79703	66512207	66610987	98781	+	0	inside	56	C11orf80
chr11	66610825	66610899	75	*	X05378	9986	66610883	66614003	3121	+	0	overlapStart	0	RCE1
chr11	66623932	66624039	108	*	X05379	78999	66624876	66627946	3071	+	836	upstream	836	LRFN4
chr11	66624850	66624954	105	*	X05380	78999	66624876	66627946	3071	+	0	overlapStart	0	LRFN4
chr11	66725527	66725661	135	*	X05381	5091	66615997	66725847	109851	-	0	inside	185	PC
chr11	66823975	66824094	120	*	X05383	29984	66824289	66839488	15200	+	194	upstream	194	RHOD
chr11	66824200	66824289	90	*	X05384	29984	66824289	66839488	15200	+	0	overlapStart	0	RHOD
chr11	66886215	66886246	32	*	X05385	22992	66886740	67025550	138811	+	493	upstream	493	KDM2A
chr11	66886491	66886587	97	*	X05386	22992	66886740	67025550	138811	+	152	upstream	152	KDM2A
chr11	66886618	66886767	150	*	X05387	22992	66886740	67025550	138811	+	0	overlapStart	0	KDM2A
chr11	67056701	67056790	90	*	X05394	338692	67056762	67069955	13194	+	0	overlapStart	0	ANKRD13D
chr11	67056956	67057135	180	*	X05395	338692	67056762	67069955	13194	+	0	inside	193	ANKRD13D
chr11	67070036	67070140	105	*	X05397	54961	67070919	67080078	9160	+	778	upstream	778	SSH3
chr11	67070571	67070660	90	*	X05398	54961	67070919	67080078	9160	+	258	upstream	258	SSH3
chr11	67121140	67121289	150	*	X05401	57804	67118236	67121067	2832	-	72	upstream	72	POLD4
chr11	67121393	67121527	135	*	X05402	57804	67118236	67121067	2832	-	325	upstream	325	POLD4
chr11	67141352	67141567	216	*	X05406	23529	67131639	67141648	10010	-	0	inside	80	CLCF1
chr11	67142125	67142244	120	*	X05407	23529	67131639	67141648	10010	-	476	upstream	476	CLCF1
chr11	67143458	67143504	47	*	X05408	23529	67131639	67141648	10010	-	1809	upstream	1809	CLCF1
chr11	67159702	67159806	105	*	X05410	5883	67159423	67165883	6461	+	0	inside	278	RAD9A
chr11	67182706	67182825	120	*	X05412	57571	67183149	67193078	9930	+	323	upstream	323	CARNS1
chr11	67182997	67183101	105	*	X05413	57571	67183149	67193078	9930	+	47	upstream	47	CARNS1
chr11	67183263	67183299	37	*	X05414	57571	67183149	67193078	9930	+	0	inside	113	CARNS1
chr11	67188667	67188719	53	*	X05416	5499	67165652	67188654	23003	-	12	upstream	12	PPP1CA
chr11	67211132	67211281	150	*	X05418	57175	67205518	67211292	5775	-	0	inside	10	CORO1B
chr11	67236331	67236555	225	*	X05422	80194	67231819	67236748	4930	-	0	inside	192	TMEM134
chr11	67236633	67236767	135	*	X05423	80194	67231819	67236748	4930	-	0	overlapStart	0	TMEM134
chr11	67236946	67236975	30	*	X05424	80194	67231819	67236748	4930	-	197	upstream	197	TMEM134
chr11	67250277	67250396	120	*	X05425	9049	67250505	67258579	8075	+	108	upstream	108	AIP
chr11	67272455	67272574	120	*	X05430	9600	67259239	67272843	13605	-	0	inside	268	PITPNM1
chr11	67272740	67272904	165	*	X05431	9600	67259239	67272843	13605	-	0	overlapStart	0	PITPNM1
chr11	67274205	67274294	90	*	X05432	9600	67259239	67272843	13605	-	1361	upstream	1361	PITPNM1
chr11	67276070	67276204	135	*	X05433	10263	67273961	67276199	2239	-	0	overlapStart	0	CDK2AP2
chr11	67276595	67276623	29	*	X05434	10263	67273961	67276199	2239	-	395	upstream	395	CDK2AP2
chr11	67373674	67373701	28	*	X05438	4723	67374323	67380012	5690	+	621	upstream	621	NDUFV1
chr11	67397474	67397674	201	*	X05440	254552	67395409	67397408	2000	-	65	upstream	65	NUDT8
chr11	67397924	67398302	379	*	X05441	254552	67395409	67397408	2000	-	515	upstream	515	NUDT8
chr11	67573002	67573300	299	*	X05443	645332	67559238	67572807	13570	-	194	upstream	194	FAM86C2P
chr11	67573731	67573844	114	*	X05444	645332	67559238	67572807	13570	-	923	upstream	923	FAM86C2P
chr11	67771261	67771635	375	*	X05449	81622	67758575	67771593	13019	-	0	overlapStart	0	UNC93B1
chr11	67797763	67797882	120	*	X05450	4728	67798084	67804114	6031	+	201	upstream	201	NDUFS8
chr11	67806568	67806657	90	*	X05451	10312	67806462	67818366	11905	+	0	inside	105	TCIRG1
chr11	67980735	67980944	210	*	X05455	51111	67923507	67981068	57562	-	0	inside	123	KMT5B
chr11	67981560	67981634	75	*	X05456	51111	67923507	67981068	57562	-	491	upstream	491	KMT5B
chr11	68039135	68039254	120	*	X05458	53838	68028803	68039469	10667	-	0	inside	214	C11orf24
chr11	68227685	68227774	90	*	X05460	55291	68228186	68382801	154616	+	411	upstream	411	PPP6R3
chr11	68228089	68228253	165	*	X05461	55291	68228186	68382801	154616	+	0	overlapStart	0	PPP6R3
chr11	68228269	68228463	195	*	X05462	55291	68228186	68382801	154616	+	0	inside	82	PPP6R3
chr11	68451765	68451914	150	*	X05465	51083	68451983	68458643	6661	+	68	upstream	68	GAL
chr11	68452035	68452154	120	*	X05466	51083	68451983	68458643	6661	+	0	inside	51	GAL
chr11	68518515	68518820	306	*	X05468	9633	68474908	68518988	44081	-	0	inside	167	TESMIN
chr11	68518971	68519019	49	*	X05470	9633	68474908	68518988	44081	-	0	overlapStart	0	TESMIN
chr11	68610755	68610844	90	*	X05475	1374	68522088	68609399	87312	-	1355	upstream	1355	CPT1A
chr11	68780761	68780880	120	*	X05480	116535	68771862	68780850	8989	-	0	overlapStart	0	MRGPRF
chr11	68781076	68781225	150	*	X05481	116535	68771862	68780850	8989	-	225	upstream	225	MRGPRF
chr11	68781423	68781557	135	*	X05482	116535	68771862	68780850	8989	-	572	upstream	572	MRGPRF
chr11	68816308	68816344	37	*	X05483	219931	68816350	68858072	41723	+	5	upstream	5	TPCN2
chr11	69454448	69454508	61	*	X05491	595	69455873	69469242	13370	+	1364	upstream	1364	CCND1
chr11	69454209	69454302	94	*	X05492	595	69455873	69469242	13370	+	1570	upstream	1570	CCND1
chr11	69455715	69455737	23	*	X05493	595	69455873	69469242	13370	+	135	upstream	135	CCND1
chr11	69519216	69519350	135	*	X05501	9965	69513006	69519106	6101	-	109	upstream	109	FGF19
chr11	69519656	69519760	105	*	X05502	9965	69513006	69519106	6101	-	549	upstream	549	FGF19
chr11	69519851	69519970	120	*	X05503	9965	69513006	69519106	6101	-	744	upstream	744	FGF19
chr11	69590240	69590344	105	*	X05505	2249	69587797	69590171	2375	-	68	upstream	68	FGF4
chr11	69590600	69590627	28	*	X05506	2249	69587797	69590171	2375	-	428	upstream	428	FGF4
chr11	70244561	70244665	105	*	X05510	2017	70244612	70282690	38079	+	0	overlapStart	0	CTTN
chr11	70244891	70245640	750	*	X05511	2017	70244612	70282690	38079	+	0	inside	278	CTTN
chr11	71159072	71159251	180	*	X05518	1717	71145457	71159477	14021	-	0	inside	225	DHCR7
chr11	71160011	71160130	120	*	X05519	1717	71145457	71159477	14021	-	533	upstream	533	DHCR7
chr11	71164031	71164330	300	*	X05520	55191	71164217	71212581	48365	+	0	overlapStart	0	NADSYN1
chr11	71497542	71497688	147	*	X05521	55199	71498557	71512280	13724	+	868	upstream	868	FAM86C1P
chr11	71498107	71498516	410	*	X05522	55199	71498557	71512280	13724	+	40	upstream	40	FAM86C1P
chr11	71640120	71640509	390	*	X05523	100133315	71576555	71639493	62939	-	626	upstream	626	LOC100133315
chr11	71640555	71640674	120	*	X05524	100133315	71576555	71639493	62939	-	1061	upstream	1061	LOC100133315
chr11	71790641	71790700	60	*	X05527	220074	71791377	71821828	30452	+	676	upstream	676	LRTOMT
chr11	71790881	71790985	105	*	X05528	220074	71791377	71821828	30452	+	391	upstream	391	LRTOMT
chr11	71791136	71791330	195	*	X05529	220074	71791377	71821828	30452	+	46	upstream	46	LRTOMT
chr11	71791136	71791330	195	*	X05529	4926	71713911	71791573	77663	-	0	inside	242	NUMA1
chr11	71792456	71792545	90	*	X05530	4926	71713911	71791573	77663	-	882	upstream	882	NUMA1
chr11	71814267	71814401	135	*	X05531	55004	71808338	71814433	6096	-	0	inside	31	LAMTOR1
chr11	71934002	71934136	135	*	X05532	3636	71935882	71950188	14307	+	1745	upstream	1745	INPPL1
chr11	71934872	71934976	105	*	X05533	3636	71935882	71950188	14307	+	905	upstream	905	INPPL1
chr11	71935142	71935246	105	*	X05534	3636	71935882	71950188	14307	+	635	upstream	635	INPPL1
chr11	71935322	71935471	150	*	X05535	3636	71935882	71950188	14307	+	410	upstream	410	INPPL1
chr11	71935547	71935816	270	*	X05536	3636	71935882	71950188	14307	+	65	upstream	65	INPPL1
chr11	71935982	71936041	60	*	X05537	3636	71935882	71950188	14307	+	0	inside	99	INPPL1
chr11	71954774	71954968	195	*	X05542	401	71950121	71955220	5100	-	0	inside	251	PHOX2A
chr11	71955029	71955163	135	*	X05543	401	71950121	71955220	5100	-	0	inside	56	PHOX2A
chr11	71955253	71955372	120	*	X05544	401	71950121	71955220	5100	-	32	upstream	32	PHOX2A
chr11	72492353	72492757	405	*	X05555	100616410	72494575	72494637	63	+	1817	upstream	1817	MIR4692
chr11	72853195	72853370	176	*	X05559	9873	72547790	72853143	305354	-	51	upstream	51	FCHSD2
chr11	72853942	72853971	30	*	X05560	9873	72547790	72853143	305354	-	798	upstream	798	FCHSD2
chr11	72928974	72929063	90	*	X05561	5029	72929343	72953472	24130	+	279	upstream	279	P2RY2
chr11	72929484	72929648	165	*	X05562	5029	72929343	72953472	24130	+	0	inside	140	P2RY2
chr11	72975552	72975561	10	*	X05565	5031	72975550	73009670	34121	+	0	inside	1	P2RY6
chr11	72975712	72975846	135	*	X05566	5031	72975550	73009670	34121	+	0	inside	161	P2RY6
chr11	73018162	73018296	135	*	X05567	9828	73019663	73080425	60763	+	1366	upstream	1366	ARHGEF17
chr11	73018766	73018905	140	*	X05568	9828	73019663	73080425	60763	+	757	upstream	757	ARHGEF17
chr11	73019146	73019280	135	*	X05569	9828	73019663	73080425	60763	+	382	upstream	382	ARHGEF17
chr11	73309449	73309538	90	*	X05573	23201	73117028	73309228	192201	-	220	upstream	220	FAM168A
chr11	73356666	73356770	105	*	X05574	58473	73357223	73373864	16642	+	452	upstream	452	PLEKHB1
chr11	73693710	73693844	135	*	X05582	7351	73685716	73693889	8174	-	0	inside	44	UCP2
chr11	73693905	73694024	120	*	X05583	7351	73685716	73693889	8174	-	15	upstream	15	UCP2
chr11	74022648	74022659	12	*	X05584	283208	73958546	74022699	64154	-	0	inside	39	P4HA3
chr11	74022749	74022812	64	*	X05585	283208	73958546	74022699	64154	-	49	upstream	49	P4HA3
chr11	74109226	74109345	120	*	X05587	283209	74041361	74109502	68142	-	0	inside	156	PGM2L1
chr11	74109423	74109587	165	*	X05588	283209	74041361	74109502	68142	-	0	overlapStart	0	PGM2L1
chr11	74178242	74178346	105	*	X05589	10008	74165886	74178600	12715	-	0	inside	253	KCNE3
chr11	74178527	74178626	100	*	X05590	10008	74165886	74178600	12715	-	0	overlapStart	0	KCNE3
chr11	74442332	74442451	120	*	X05591	25884	74407474	74442186	34713	-	145	upstream	145	CHRDL2
chr11	74660932	74661051	120	*	X05592	143570	74518784	74660232	141449	-	699	upstream	699	XRRA1
chr11	74951220	74951489	270	*	X05594	100507050	74951950	74954749	2800	+	460	upstream	460	TPBGL
chr11	75063242	75063352	111	*	X05595	408	74971166	75062875	91710	-	366	upstream	366	ARRB1
chr11	75236862	75236981	120	*	X05599	81544	75145685	75236599	90915	-	262	upstream	262	GDPD5
chr11	75237250	75237504	255	*	X05600	81544	75145685	75236599	90915	-	650	upstream	650	GDPD5
chr11	75237672	75237791	120	*	X05601	81544	75145685	75236599	90915	-	1072	upstream	1072	GDPD5
chr11	75272537	75272592	56	*	X05602	871	75273101	75283849	10749	+	508	upstream	508	SERPINH1
chr11	75272908	75273342	435	*	X05603	871	75273101	75283849	10749	+	0	overlapStart	0	SERPINH1
chr11	75379923	75380027	105	*	X05607	4135	75297963	75379479	81517	-	443	upstream	443	MAP6
chr11	75480636	75480727	92	*	X05608	283214	75469500	75479692	10193	-	943	upstream	943	LOC283214
chr11	75525857	75525961	105	*	X05609	7405	75526212	75855282	329071	+	250	upstream	250	UVRAG
chr11	75526388	75526477	90	*	X05610	7405	75526212	75855282	329071	+	0	inside	175	UVRAG
chr11	75922388	75922452	65	*	X05614	7481	75897370	75921803	24434	-	584	upstream	584	WNT11
chr11	76091527	76091631	105	*	X05622	5612	76061004	76091880	30877	-	0	inside	248	THAP12
chr11	76091974	76092171	198	*	X05623	5612	76061004	76091880	30877	-	93	upstream	93	THAP12
chr11	76381994	76382158	165	*	X05626	2615	76368568	76381791	13224	-	202	upstream	202	LRRC32
chr11	76382429	76382488	60	*	X05627	2615	76368568	76381791	13224	-	637	upstream	637	LRRC32
chr11	76571488	76571607	120	*	X05632	55331	76571917	76734850	162934	+	309	upstream	309	ACER3
chr11	76777160	76777204	45	*	X05635	726	76777992	76837198	59207	+	787	upstream	787	CAPN5
chr11	76777549	76777638	90	*	X05636	726	76777992	76837198	59207	+	353	upstream	353	CAPN5
chr11	76778270	76778389	120	*	X05637	726	76777992	76837198	59207	+	0	inside	277	CAPN5
chr11	77184745	77184894	150	*	X05646	5058	77033060	77185108	152049	-	0	inside	213	PAK1
chr11	77184955	77185201	247	*	X05647	5058	77033060	77185108	152049	-	0	overlapStart	0	PAK1
chr11	77185701	77185766	66	*	X05648	5058	77033060	77185108	152049	-	592	upstream	592	PAK1
chr11	77530593	77530697	105	*	X05649	28971	77532197	77629464	97268	+	1499	upstream	1499	AAMDC
chr11	77530784	77530903	120	*	X05650	28971	77532197	77629464	97268	+	1293	upstream	1293	AAMDC
chr11	77531144	77531263	120	*	X05651	28971	77532197	77629464	97268	+	933	upstream	933	AAMDC
chr11	77532074	77532238	165	*	X05652	28971	77532197	77629464	97268	+	0	overlapStart	0	AAMDC
